ConcatUF+Mun,IBGE,IBGE7,UF,Município,Região
PRMarumbi,411550,4115507,PR,Marumbi,Região Sul
PRMatelândia,411560,4115606,PR,Matelândia,Região Sul
PRMatinhos,411570,4115705,PR,Matinhos,Região Sul
PRMato Rico,411573,4115739,PR,Mato Rico,Região Sul
PRMauá da Serra,411575,4115754,PR,Mauá da Serra,Região Sul
PRMedianeira,411580,4115804,PR,Medianeira,Região Sul
PRMercedes,411585,4115853,PR,Mercedes,Região Sul
PRMirador,411590,4115903,PR,Mirador,Região Sul
PRMiraselva,411600,4116000,PR,Miraselva,Região Sul
PRMissal,411605,4116059,PR,Missal,Região Sul
PRMoreira Sales,411610,4116109,PR,Moreira Sales,Região Sul
PRMorretes,411620,4116208,PR,Morretes,Região Sul
PRMunhoz de Melo,411630,4116307,PR,Munhoz de Melo,Região Sul
PRNossa Senhora Das Graças,411640,4116406,PR,Nossa Senhora Das Graças,Região Sul
PRNova Aliança do Ivaí,411650,4116505,PR,Nova Aliança do Ivaí,Região Sul
PRNova América da Colina,411660,4116604,PR,Nova América da Colina,Região Sul
PRNova Aurora,411670,4116703,PR,Nova Aurora,Região Sul
PRNova Cantu,411680,4116802,PR,Nova Cantu,Região Sul
PRNova Esperança,411690,4116901,PR,Nova Esperança,Região Sul
PRNova Esperança do Sudoeste,411695,4116950,PR,Nova Esperança do Sudoeste,Região Sul
PRNova Fátima,411700,4117008,PR,Nova Fátima,Região Sul
PRNova Laranjeiras,411705,4117057,PR,Nova Laranjeiras,Região Sul
PRNova Londrina,411710,4117107,PR,Nova Londrina,Região Sul
PRNova Olímpia,411720,4117206,PR,Nova Olímpia,Região Sul
PRNova Santa Bárbara,411721,4117214,PR,Nova Santa Bárbara,Região Sul
PRNova Santa Rosa,411722,4117222,PR,Nova Santa Rosa,Região Sul
PRNova Prata do Iguaçu,411725,4117255,PR,Nova Prata do Iguaçu,Região Sul
PRNova Tebas,411727,4117271,PR,Nova Tebas,Região Sul
PRNovo Itacolomi,411729,4117297,PR,Novo Itacolomi,Região Sul
PROrtigueira,411730,4117305,PR,Ortigueira,Região Sul
PROurizona,411740,4117404,PR,Ourizona,Região Sul
PROuro Verde do Oeste,411745,4117453,PR,Ouro Verde do Oeste,Região Sul
PRPaiçandu,411750,4117503,PR,Paiçandu,Região Sul
PRPalmas,411760,4117602,PR,Palmas,Região Sul
PRPalmeira,411770,4117701,PR,Palmeira,Região Sul
PRPalmital,411780,4117800,PR,Palmital,Região Sul
PRPalotina,411790,4117909,PR,Palotina,Região Sul
PRParaíso do Norte,411800,4118006,PR,Paraíso do Norte,Região Sul
PRParanacity,411810,4118105,PR,Paranacity,Região Sul
PRParanaguá,411820,4118204,PR,Paranaguá,Região Sul
PRParanapoema,411830,4118303,PR,Paranapoema,Região Sul
PRParanavaí,411840,4118402,PR,Paranavaí,Região Sul
PRPato Bragado,411845,4118451,PR,Pato Bragado,Região Sul
PRPato Branco,411850,4118501,PR,Pato Branco,Região Sul
PRPaula Freitas,411860,4118600,PR,Paula Freitas,Região Sul
PRPaulo Frontin,411870,4118709,PR,Paulo Frontin,Região Sul
PRPeabiru,411880,4118808,PR,Peabiru,Região Sul
PRPerobal,411885,4118857,PR,Perobal,Região Sul
PRPérola,411890,4118907,PR,Pérola,Região Sul
PRPérola D'oeste,411900,4119004,PR,Pérola D´oeste,Região Sul
PRPiên,411910,4119103,PR,Piên,Região Sul
PRPinhais,411915,4119152,PR,Pinhais,Região Sul
PRPinhalão,411920,4119202,PR,Pinhalão,Região Sul
PRPinhal de São Bento,411925,4119251,PR,Pinhal de São Bento,Região Sul
PRPinhão,411930,4119301,PR,Pinhão,Região Sul
PRPiraí do Sul,411940,4119400,PR,Piraí do Sul,Região Sul
PRPiraquara,411950,4119509,PR,Piraquara,Região Sul
PRPitanga,411960,4119608,PR,Pitanga,Região Sul
PRPitangueiras,411965,4119657,PR,Pitangueiras,Região Sul
PRPlanaltina do Paraná,411970,4119707,PR,Planaltina do Paraná,Região Sul
PRPlanalto,411980,4119806,PR,Planalto,Região Sul
PRPonta Grossa,411990,4119905,PR,Ponta Grossa,Região Sul
PRPontal do Paraná,411995,4119954,PR,Pontal do Paraná,Região Sul
PRPorecatu,412000,4120002,PR,Porecatu,Região Sul
PRPorto Amazonas,412010,4120101,PR,Porto Amazonas,Região Sul
PRPorto Barreiro,412015,4120150,PR,Porto Barreiro,Região Sul
PRPorto Rico,412020,4120200,PR,Porto Rico,Região Sul
PRPorto Vitória,412030,4120309,PR,Porto Vitória,Região Sul
PRPrado Ferreira,412033,4120333,PR,Prado Ferreira,Região Sul
PRPranchita,412035,4120358,PR,Pranchita,Região Sul
PRPresidente Castelo Branco,412040,4120408,PR,Presidente Castelo Branco,Região Sul
PRPrimeiro de Maio,412050,4120507,PR,Primeiro de Maio,Região Sul
PRPrudentópolis,412060,4120606,PR,Prudentópolis,Região Sul
PRQuarto Centenário,412065,4120655,PR,Quarto Centenário,Região Sul
PRQuatiguá,412070,4120705,PR,Quatiguá,Região Sul
PRQuatro Barras,412080,4120804,PR,Quatro Barras,Região Sul
PRQuatro Pontes,412085,4120853,PR,Quatro Pontes,Região Sul
PRQuedas do Iguaçu,412090,4120903,PR,Quedas do Iguaçu,Região Sul
PRQuerência do Norte,412100,4121000,PR,Querência do Norte,Região Sul
PRQuinta do Sol,412110,4121109,PR,Quinta do Sol,Região Sul
PRQuitandinha,412120,4121208,PR,Quitandinha,Região Sul
PRRamilândia,412125,4121257,PR,Ramilândia,Região Sul
PRRancho Alegre,412130,4121307,PR,Rancho Alegre,Região Sul
PRRancho Alegre D'oeste,412135,4121356,PR,Rancho Alegre D´oeste,Região Sul
PRRealeza,412140,4121406,PR,Realeza,Região Sul
PRRebouças,412150,4121505,PR,Rebouças,Região Sul
PRRenascença,412160,4121604,PR,Renascença,Região Sul
PRReserva,412170,4121703,PR,Reserva,Região Sul
PRReserva do Iguaçu,412175,4121752,PR,Reserva do Iguaçu,Região Sul
PRRibeirão Claro,412180,4121802,PR,Ribeirão Claro,Região Sul
PRRibeirão do Pinhal,412190,4121901,PR,Ribeirão do Pinhal,Região Sul
PRRio Azul,412200,4122008,PR,Rio Azul,Região Sul
PRRio Bom,412210,4122107,PR,Rio Bom,Região Sul
PRRio Bonito do Iguaçu,412215,4122156,PR,Rio Bonito do Iguaçu,Região Sul
PRRio Branco do Ivaí,412217,4122172,PR,Rio Branco do Ivaí,Região Sul
PRRio Branco do Sul,412220,4122206,PR,Rio Branco do Sul,Região Sul
PRRio Negro,412230,4122305,PR,Rio Negro,Região Sul
PRRolândia,412240,4122404,PR,Rolândia,Região Sul
PRRoncador,412250,4122503,PR,Roncador,Região Sul
PRRondon,412260,4122602,PR,Rondon,Região Sul
PRRosário do Ivaí,412265,4122651,PR,Rosário do Ivaí,Região Sul
PRSabáudia,412270,4122701,PR,Sabáudia,Região Sul
PRSalgado Filho,412280,4122800,PR,Salgado Filho,Região Sul
PRSalto do Itararé,412290,4122909,PR,Salto do Itararé,Região Sul
PRSalto do Lontra,412300,4123006,PR,Salto do Lontra,Região Sul
PRSanta Amélia,412310,4123105,PR,Santa Amélia,Região Sul
PRSanta Cecília do Pavão,412320,4123204,PR,Santa Cecília do Pavão,Região Sul
PRSanta Cruz de Monte Castelo,412330,4123303,PR,Santa Cruz de Monte Castelo,Região Sul
PRSanta fé,412340,4123402,PR,Santa fé,Região Sul
PRSanta Helena,412350,4123501,PR,Santa Helena,Região Sul
PRSanta Inês,412360,4123600,PR,Santa Inês,Região Sul
PRSanta Isabel do Ivaí,412370,4123709,PR,Santa Isabel do Ivaí,Região Sul
PRSanta Izabel do Oeste,412380,4123808,PR,Santa Izabel do Oeste,Região Sul
PRSanta Lúcia,412382,4123824,PR,Santa Lúcia,Região Sul
PRSanta Maria do Oeste,412385,4123857,PR,Santa Maria do Oeste,Região Sul
PRSanta Mariana,412390,4123907,PR,Santa Mariana,Região Sul
PRSanta Mônica,412395,4123956,PR,Santa Mônica,Região Sul
PRSantana do Itararé,412400,4124004,PR,Santana do Itararé,Região Sul
PRSanta Tereza do Oeste,412402,4124020,PR,Santa Tereza do Oeste,Região Sul
PRSanta Terezinha de Itaipu,412405,4124053,PR,Santa Terezinha de Itaipu,Região Sul
PRSanto Antônio da Platina,412410,4124103,PR,Santo Antônio da Platina,Região Sul
PRSanto Antônio do Caiuá,412420,4124202,PR,Santo Antônio do Caiuá,Região Sul
PRSanto Antônio do Paraíso,412430,4124301,PR,Santo Antônio do Paraíso,Região Sul
PRSanto Antônio do Sudoeste,412440,4124400,PR,Santo Antônio do Sudoeste,Região Sul
PRSanto Inácio,412450,4124509,PR,Santo Inácio,Região Sul
PRSão Carlos do Ivaí,412460,4124608,PR,São Carlos do Ivaí,Região Sul
PRSão Jerônimo da Serra,412470,4124707,PR,São Jerônimo da Serra,Região Sul
PRSão João,412480,4124806,PR,São João,Região Sul
PRSão João do Caiuá,412490,4124905,PR,São João do Caiuá,Região Sul
PRSão João do Ivaí,412500,4125001,PR,São João do Ivaí,Região Sul
PRSão João do Triunfo,412510,4125100,PR,São João do Triunfo,Região Sul
PRSão Jorge D'oeste,412520,4125209,PR,São Jorge D´oeste,Região Sul
PRSão Jorge do Ivaí,412530,4125308,PR,São Jorge do Ivaí,Região Sul
PRSão Jorge do Patrocínio,412535,4125357,PR,São Jorge do Patrocínio,Região Sul
PRSão José da Boa Vista,412540,4125407,PR,São José da Boa Vista,Região Sul
PRSão José Das Palmeiras,412545,4125456,PR,São José Das Palmeiras,Região Sul
PRSão José Dos Pinhais,412550,4125506,PR,São José Dos Pinhais,Região Sul
PRSão Manoel do Paraná,412555,4125555,PR,São Manoel do Paraná,Região Sul
PRSão Mateus do Sul,412560,4125605,PR,São Mateus do Sul,Região Sul
PRSão Miguel do Iguaçu,412570,4125704,PR,São Miguel do Iguaçu,Região Sul
PRSão Pedro do Iguaçu,412575,4125753,PR,São Pedro do Iguaçu,Região Sul
PRSão Pedro do Ivaí,412580,4125803,PR,São Pedro do Ivaí,Região Sul
PRSão Pedro do Paraná,412590,4125902,PR,São Pedro do Paraná,Região Sul
PRSão Sebastião da Amoreira,412600,4126009,PR,São Sebastião da Amoreira,Região Sul
PRSão Tomé,412610,4126108,PR,São Tomé,Região Sul
PRSapopema,412620,4126207,PR,Sapopema,Região Sul
PRSarandi,412625,4126256,PR,Sarandi,Região Sul
PRSaudade do Iguaçu,412627,4126272,PR,Saudade do Iguaçu,Região Sul
PRSengés,412630,4126306,PR,Sengés,Região Sul
PRSerranópolis do Iguaçu,412635,4126355,PR,Serranópolis do Iguaçu,Região Sul
PRSertaneja,412640,4126405,PR,Sertaneja,Região Sul
PRSertanópolis,412650,4126504,PR,Sertanópolis,Região Sul
PRSiqueira Campos,412660,4126603,PR,Siqueira Campos,Região Sul
PRSulina,412665,4126652,PR,Sulina,Região Sul
PRTamarana,412667,4126678,PR,Tamarana,Região Sul
PRTamboara,412670,4126702,PR,Tamboara,Região Sul
PRTapejara,412680,4126801,PR,Tapejara,Região Sul
PRTapira,412690,4126900,PR,Tapira,Região Sul
PRTeixeira Soares,412700,4127007,PR,Teixeira Soares,Região Sul
PRTelêmaco Borba,412710,4127106,PR,Telêmaco Borba,Região Sul
PRTerra Boa,412720,4127205,PR,Terra Boa,Região Sul
PRTerra Rica,412730,4127304,PR,Terra Rica,Região Sul
PRTerra Roxa,412740,4127403,PR,Terra Roxa,Região Sul
PRTibagi,412750,4127502,PR,Tibagi,Região Sul
PRTijucas do Sul,412760,4127601,PR,Tijucas do Sul,Região Sul
PRToledo,412770,4127700,PR,Toledo,Região Sul
PRTomazina,412780,4127809,PR,Tomazina,Região Sul
PRTrês Barras do Paraná,412785,4127858,PR,Três Barras do Paraná,Região Sul
PRTunas do Paraná,412788,4127882,PR,Tunas do Paraná,Região Sul
PRTuneiras do Oeste,412790,4127908,PR,Tuneiras do Oeste,Região Sul
PRTupãssi,412795,4127957,PR,Tupãssi,Região Sul
PRTurvo,412796,4127965,PR,Turvo,Região Sul
PRUbiratã,412800,4128005,PR,Ubiratã,Região Sul
PRUmuarama,412810,4128104,PR,Umuarama,Região Sul
PRUnião da Vitória,412820,4128203,PR,União da Vitória,Região Sul
PRUniflor,412830,4128302,PR,Uniflor,Região Sul
PRUraí,412840,4128401,PR,Uraí,Região Sul
PRWenceslau Braz,412850,4128500,PR,Wenceslau Braz,Região Sul
PRVentania,412853,4128534,PR,Ventania,Região Sul
PRVera Cruz do Oeste,412855,4128559,PR,Vera Cruz do Oeste,Região Sul
PRVerê,412860,4128609,PR,Verê,Região Sul
PRVila Alta,412862,4128625,PR,Vila Alta,Região Sul
PRDoutor Ulysses,412863,4128633,PR,Doutor Ulysses,Região Sul
PRVirmond,412865,4128658,PR,Virmond,Região Sul
PRVitorino,412870,4128708,PR,Vitorino,Região Sul
PRXambrê,412880,4128807,PR,Xambrê,Região Sul
SCAbdon Batista,420005,4200051,SC,Abdon Batista,Região Sul
SCAbelardo Luz,420010,4200101,SC,Abelardo Luz,Região Sul
SCAgrolândia,420020,4200200,SC,Agrolândia,Região Sul
SCAgronômica,420030,4200309,SC,Agronômica,Região Sul
SCÁgua Doce,420040,4200408,SC,Água Doce,Região Sul
SCÁguas de Chapecó,420050,4200507,SC,Águas de Chapecó,Região Sul
SCÁguas Frias,420055,4200556,SC,Águas Frias,Região Sul
SCÁguas Mornas,420060,4200606,SC,Águas Mornas,Região Sul
SCAlfredo Wagner,420070,4200705,SC,Alfredo Wagner,Região Sul
SCAlto Bela Vista,420075,4200754,SC,Alto Bela Vista,Região Sul
SCAnchieta,420080,4200804,SC,Anchieta,Região Sul
SCAngelina,420090,4200903,SC,Angelina,Região Sul
SCAnita Garibaldi,420100,4201000,SC,Anita Garibaldi,Região Sul
SCAnitápolis,420110,4201109,SC,Anitápolis,Região Sul
SCAntônio Carlos,420120,4201208,SC,Antônio Carlos,Região Sul
SCApiúna,420125,4201257,SC,Apiúna,Região Sul
SCArabutã,420127,4201273,SC,Arabutã,Região Sul
SCAraquari,420130,4201307,SC,Araquari,Região Sul
SCAraranguá,420140,4201406,SC,Araranguá,Região Sul
SCArmazém,420150,4201505,SC,Armazém,Região Sul
SCArroio Trinta,420160,4201604,SC,Arroio Trinta,Região Sul
SCArvoredo,420165,4201653,SC,Arvoredo,Região Sul
SCAscurra,420170,4201703,SC,Ascurra,Região Sul
SCAtalanta,420180,4201802,SC,Atalanta,Região Sul
SCAurora,420190,4201901,SC,Aurora,Região Sul
SCBalneário Arroio do Silva,420195,4201950,SC,Balneário Arroio do Silva,Região Sul
SCBalneário Camboriú,420200,4202008,SC,Balneário Camboriú,Região Sul
SCBalneário Barra do Sul,420205,4202057,SC,Balneário Barra do Sul,Região Sul
SCBalneário Gaivota,420207,4202073,SC,Balneário Gaivota,Região Sul
SCBandeirante,420208,4202081,SC,Bandeirante,Região Sul
SCBarra Bonita,420209,4202099,SC,Barra Bonita,Região Sul
SCBarra Velha,420210,4202107,SC,Barra Velha,Região Sul
SCBela Vista do Toldo,420213,4202131,SC,Bela Vista do Toldo,Região Sul
SCBelmonte,420215,4202156,SC,Belmonte,Região Sul
SCBenedito Novo,420220,4202206,SC,Benedito Novo,Região Sul
SCBiguaçu,420230,4202305,SC,Biguaçu,Região Sul
SCBlumenau,420240,4202404,SC,Blumenau,Região Sul
SCBocaina do Sul,420243,4202438,SC,Bocaina do Sul,Região Sul
SCBombinhas,420245,4202453,SC,Bombinhas,Região Sul
SCBom Jardim da Serra,420250,4202503,SC,Bom Jardim da Serra,Região Sul
SCBom Jesus,420253,4202537,SC,Bom Jesus,Região Sul
SCBom Jesus do Oeste,420257,4202578,SC,Bom Jesus do Oeste,Região Sul
SCBom Retiro,420260,4202602,SC,Bom Retiro,Região Sul
SCBotuverá,420270,4202701,SC,Botuverá,Região Sul
SCBraço do Norte,420280,4202800,SC,Braço do Norte,Região Sul
SCBraço do Trombudo,420285,4202859,SC,Braço do Trombudo,Região Sul
SCBrunópolis,420287,4202875,SC,Brunópolis,Região Sul
SCBrusque,420290,4202909,SC,Brusque,Região Sul
SCCaçador,420300,4203006,SC,Caçador,Região Sul
SCCaibi,420310,4203105,SC,Caibi,Região Sul
SCCalmon,420315,4203154,SC,Calmon,Região Sul
SCCamboriú,420320,4203204,SC,Camboriú,Região Sul
SCCapão Alto,420325,4203253,SC,Capão Alto,Região Sul
SCCampo Alegre,420330,4203303,SC,Campo Alegre,Região Sul
SCCampo Belo do Sul,420340,4203402,SC,Campo Belo do Sul,Região Sul
SCCampo Erê,420350,4203501,SC,Campo Erê,Região Sul
SCCampos Novos,420360,4203600,SC,Campos Novos,Região Sul
SCCanelinha,420370,4203709,SC,Canelinha,Região Sul
SCCanoinhas,420380,4203808,SC,Canoinhas,Região Sul
SCCapinzal,420390,4203907,SC,Capinzal,Região Sul
SCCapivari de Baixo,420395,4203956,SC,Capivari de Baixo,Região Sul
SCCatanduvas,420400,4204004,SC,Catanduvas,Região Sul
SCCaxambu do Sul,420410,4204103,SC,Caxambu do Sul,Região Sul
SCCelso Ramos,420415,4204152,SC,Celso Ramos,Região Sul
SCCerro Negro,420417,4204178,SC,Cerro Negro,Região Sul
SCChapadão do Lageado,420419,4204194,SC,Chapadão do Lageado,Região Sul
SCChapecó,420420,4204202,SC,Chapecó,Região Sul
SCCocal do Sul,420425,4204251,SC,Cocal do Sul,Região Sul
SCConcórdia,420430,4204301,SC,Concórdia,Região Sul
SCCordilheira Alta,420435,4204350,SC,Cordilheira Alta,Região Sul
SCCoronel Freitas,420440,4204400,SC,Coronel Freitas,Região Sul
SCCoronel Martins,420445,4204459,SC,Coronel Martins,Região Sul
SCCorupá,420450,4204509,SC,Corupá,Região Sul
SCCorreia Pinto,420455,4204558,SC,Correia Pinto,Região Sul
SCCriciúma,420460,4204608,SC,Criciúma,Região Sul
SCCunha Porã,420470,4204707,SC,Cunha Porã,Região Sul
SCCunhataí,420475,4204756,SC,Cunhataí,Região Sul
SCCuritibanos,420480,4204806,SC,Curitibanos,Região Sul
SCDescanso,420490,4204905,SC,Descanso,Região Sul
SCDionísio Cerqueira,420500,4205001,SC,Dionísio Cerqueira,Região Sul
SCDona Emma,420510,4205100,SC,Dona Emma,Região Sul
SCDoutor Pedrinho,420515,4205159,SC,Doutor Pedrinho,Região Sul
SCEntre Rios,420517,4205175,SC,Entre Rios,Região Sul
SCErmo,420519,4205191,SC,Ermo,Região Sul
SCErval Velho,420520,4205209,SC,Erval Velho,Região Sul
SCFaxinal Dos Guedes,420530,4205308,SC,Faxinal Dos Guedes,Região Sul
SCFlor do Sertão,420535,4205357,SC,Flor do Sertão,Região Sul
SCFlorianópolis,420540,4205407,SC,Florianópolis,Região Sul
SCFormosa do Sul,420543,4205431,SC,Formosa do Sul,Região Sul
SCForquilhinha,420545,4205456,SC,Forquilhinha,Região Sul
SCFraiburgo,420550,4205506,SC,Fraiburgo,Região Sul
SCFrei Rogério,420555,4205555,SC,Frei Rogério,Região Sul
SCGalvão,420560,4205605,SC,Galvão,Região Sul
SCGaropaba,420570,4205704,SC,Garopaba,Região Sul
SCGaruva,420580,4205803,SC,Garuva,Região Sul
SCGaspar,420590,4205902,SC,Gaspar,Região Sul
SCGovernador Celso Ramos,420600,4206009,SC,Governador Celso Ramos,Região Sul
SCGrão Pará,420610,4206108,SC,Grão Pará,Região Sul
SCGravatal,420620,4206207,SC,Gravatal,Região Sul
SCGuabiruba,420630,4206306,SC,Guabiruba,Região Sul
SCGuaraciaba,420640,4206405,SC,Guaraciaba,Região Sul
SCGuaramirim,420650,4206504,SC,Guaramirim,Região Sul
SCGuarujá do Sul,420660,4206603,SC,Guarujá do Sul,Região Sul
SCGuatambú,420665,4206652,SC,Guatambú,Região Sul
SCHerval D'oeste,420670,4206702,SC,Herval D´oeste,Região Sul
SCIbiam,420675,4206751,SC,Ibiam,Região Sul
SCIbicaré,420680,4206801,SC,Ibicaré,Região Sul
SCIbirama,420690,4206900,SC,Ibirama,Região Sul
SCIçara,420700,4207007,SC,Içara,Região Sul
SCIlhota,420710,4207106,SC,Ilhota,Região Sul
SCImaruí,420720,4207205,SC,Imaruí,Região Sul
SCImbituba,420730,4207304,SC,Imbituba,Região Sul
SCImbuia,420740,4207403,SC,Imbuia,Região Sul
SCIndaial,420750,4207502,SC,Indaial,Região Sul
SCIomerê,420757,4207577,SC,Iomerê,Região Sul
SCIpira,420760,4207601,SC,Ipira,Região Sul
SCIporã do Oeste,420765,4207650,SC,Iporã do Oeste,Região Sul
SCIpuaçu,420768,4207684,SC,Ipuaçu,Região Sul
SCIpumirim,420770,4207700,SC,Ipumirim,Região Sul
SCIraceminha,420775,4207759,SC,Iraceminha,Região Sul
SCIrani,420780,4207809,SC,Irani,Região Sul
SCIrati,420785,4207858,SC,Irati,Região Sul
SCIrineópolis,420790,4207908,SC,Irineópolis,Região Sul
SCItá,420800,4208005,SC,Itá,Região Sul
SCItaiópolis,420810,4208104,SC,Itaiópolis,Região Sul
SCItajaí,420820,4208203,SC,Itajaí,Região Sul
SCItapema,420830,4208302,SC,Itapema,Região Sul
SCItapiranga,420840,4208401,SC,Itapiranga,Região Sul
SCItapoá,420845,4208450,SC,Itapoá,Região Sul
SCItuporanga,420850,4208500,SC,Ituporanga,Região Sul
SCJaborá,420860,4208609,SC,Jaborá,Região Sul
SCJacinto Machado,420870,4208708,SC,Jacinto Machado,Região Sul
SCJaguaruna,420880,4208807,SC,Jaguaruna,Região Sul
SCJaraguá do Sul,420890,4208906,SC,Jaraguá do Sul,Região Sul
SCJardinópolis,420895,4208955,SC,Jardinópolis,Região Sul
SCJoaçaba,420900,4209003,SC,Joaçaba,Região Sul
SCJoinville,420910,4209102,SC,Joinville,Região Sul
SCJosé Boiteux,420915,4209151,SC,José Boiteux,Região Sul
SCJupiá,420917,4209177,SC,Jupiá,Região Sul
SCLacerdópolis,420920,4209201,SC,Lacerdópolis,Região Sul
SCLages,420930,4209300,SC,Lages,Região Sul
SCLaguna,420940,4209409,SC,Laguna,Região Sul
SCLajeado Grande,420945,4209458,SC,Lajeado Grande,Região Sul
SCLaurentino,420950,4209508,SC,Laurentino,Região Sul
SCLauro Muller,420960,4209607,SC,Lauro Muller,Região Sul
SCLebon Régis,420970,4209706,SC,Lebon Régis,Região Sul
SCLeoberto Leal,420980,4209805,SC,Leoberto Leal,Região Sul
SCLindóia do Sul,420985,4209854,SC,Lindóia do Sul,Região Sul
SCLontras,420990,4209904,SC,Lontras,Região Sul
SCLuiz Alves,421000,4210001,SC,Luiz Alves,Região Sul
SCLuzerna,421003,4210035,SC,Luzerna,Região Sul
SCMacieira,421005,4210050,SC,Macieira,Região Sul
SCMafra,421010,4210100,SC,Mafra,Região Sul
SCMajor Gercino,421020,4210209,SC,Major Gercino,Região Sul
SCMajor Vieira,421030,4210308,SC,Major Vieira,Região Sul
SCMaracajá,421040,4210407,SC,Maracajá,Região Sul
SCMaravilha,421050,4210506,SC,Maravilha,Região Sul
SCMarema,421055,4210555,SC,Marema,Região Sul
SCMassaranduba,421060,4210605,SC,Massaranduba,Região Sul
SCMatos Costa,421070,4210704,SC,Matos Costa,Região Sul
SCMeleiro,421080,4210803,SC,Meleiro,Região Sul
SCMirim Doce,421085,4210852,SC,Mirim Doce,Região Sul
SCModelo,421090,4210902,SC,Modelo,Região Sul
SCMondaí,421100,4211009,SC,Mondaí,Região Sul
SCMonte Carlo,421105,4211058,SC,Monte Carlo,Região Sul
SCMonte Castelo,421110,4211108,SC,Monte Castelo,Região Sul
SCMorro da Fumaça,421120,4211207,SC,Morro da Fumaça,Região Sul
SCMorro Grande,421125,4211256,SC,Morro Grande,Região Sul
SCNavegantes,421130,4211306,SC,Navegantes,Região Sul
SCNova Erechim,421140,4211405,SC,Nova Erechim,Região Sul
SCNova Itaberaba,421145,4211454,SC,Nova Itaberaba,Região Sul
SCNova Trento,421150,4211504,SC,Nova Trento,Região Sul
SCNova Veneza,421160,4211603,SC,Nova Veneza,Região Sul
SCNovo Horizonte,421165,4211652,SC,Novo Horizonte,Região Sul
SCOrleans,421170,4211702,SC,Orleans,Região Sul
SCOtacílio Costa,421175,4211751,SC,Otacílio Costa,Região Sul
SCOuro,421180,4211801,SC,Ouro,Região Sul
SCOuro Verde,421185,4211850,SC,Ouro Verde,Região Sul
SCPaial,421187,4211876,SC,Paial,Região Sul
SCPainel,421189,4211892,SC,Painel,Região Sul
SCPalhoça,421190,4211900,SC,Palhoça,Região Sul
SCPalma Sola,421200,4212007,SC,Palma Sola,Região Sul
SCPalmeira,421205,4212056,SC,Palmeira,Região Sul
SCPalmitos,421210,4212106,SC,Palmitos,Região Sul
SCPapanduva,421220,4212205,SC,Papanduva,Região Sul
SCParaíso,421223,4212239,SC,Paraíso,Região Sul
SCPasso de Torres,421225,4212254,SC,Passo de Torres,Região Sul
SCPassos Maia,421227,4212270,SC,Passos Maia,Região Sul
SCPaulo Lopes,421230,4212304,SC,Paulo Lopes,Região Sul
SCPedras Grandes,421240,4212403,SC,Pedras Grandes,Região Sul
SCPenha,421250,4212502,SC,Penha,Região Sul
SCPeritiba,421260,4212601,SC,Peritiba,Região Sul
SCPescaria Brava,421265,4212650,SC,Pescaria Brava,Região Sul
SCPetrolândia,421270,4212700,SC,Petrolândia,Região Sul
SCPiçarras,421280,4212809,SC,Piçarras,Região Sul
SCPinhalzinho,421290,4212908,SC,Pinhalzinho,Região Sul
SCPinheiro Preto,421300,4213005,SC,Pinheiro Preto,Região Sul
SCPiratuba,421310,4213104,SC,Piratuba,Região Sul
SCPlanalto Alegre,421315,4213153,SC,Planalto Alegre,Região Sul
SCPomerode,421320,4213203,SC,Pomerode,Região Sul
SCPonte Alta,421330,4213302,SC,Ponte Alta,Região Sul
SCPonte Alta do Norte,421335,4213351,SC,Ponte Alta do Norte,Região Sul
SCPonte Serrada,421340,4213401,SC,Ponte Serrada,Região Sul
SCPorto Belo,421350,4213500,SC,Porto Belo,Região Sul
SCPorto União,421360,4213609,SC,Porto União,Região Sul
SCPouso Redondo,421370,4213708,SC,Pouso Redondo,Região Sul
SCPraia Grande,421380,4213807,SC,Praia Grande,Região Sul
SCPresidente Castelo Branco,421390,4213906,SC,Presidente Castelo Branco,Região Sul
SCPresidente Getúlio,421400,4214003,SC,Presidente Getúlio,Região Sul
SCPresidente Nereu,421410,4214102,SC,Presidente Nereu,Região Sul
SCPrincesa,421415,4214151,SC,Princesa,Região Sul
SCQuilombo,421420,4214201,SC,Quilombo,Região Sul
SCRancho Queimado,421430,4214300,SC,Rancho Queimado,Região Sul
SCRio Das Antas,421440,4214409,SC,Rio Das Antas,Região Sul
SCRio do Campo,421450,4214508,SC,Rio do Campo,Região Sul
SCRio do Oeste,421460,4214607,SC,Rio do Oeste,Região Sul
SCRio Dos Cedros,421470,4214706,SC,Rio Dos Cedros,Região Sul
SCRio do Sul,421480,4214805,SC,Rio do Sul,Região Sul
SCRio Fortuna,421490,4214904,SC,Rio Fortuna,Região Sul
SCRio Negrinho,421500,4215000,SC,Rio Negrinho,Região Sul
SCRio Rufino,421505,4215059,SC,Rio Rufino,Região Sul
SCRiqueza,421507,4215075,SC,Riqueza,Região Sul
SCRodeio,421510,4215109,SC,Rodeio,Região Sul
SCRomelândia,421520,4215208,SC,Romelândia,Região Sul
SCSalete,421530,4215307,SC,Salete,Região Sul
SCSaltinho,421535,4215356,SC,Saltinho,Região Sul
SCSalto Veloso,421540,4215406,SC,Salto Veloso,Região Sul
SCSangão,421545,4215455,SC,Sangão,Região Sul
SCSanta Cecília,421550,4215505,SC,Santa Cecília,Região Sul
SCSanta Helena,421555,4215554,SC,Santa Helena,Região Sul
SCSanta Rosa de Lima,421560,4215604,SC,Santa Rosa de Lima,Região Sul
